Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Kiribati,2017,Total,108145,52686,55459,100.0,100.0,100.0,95.0
"Custom Region",Kiribati,2017,0-4,10742,5491,5251,9.9,10.4,9.5,104.6
"Custom Region",Kiribati,2017,5-9,10482,5353,5129,9.7,10.2,9.2,104.4
"Custom Region",Kiribati,2017,10-14,10870,5516,5354,10.1,10.5,9.7,103.0
"Custom Region",Kiribati,2017,15-19,11788,5880,5908,10.9,11.2,10.7,99.5
"Custom Region",Kiribati,2017,20-24,10997,5402,5595,10.2,10.3,10.1,96.6
"Custom Region",Kiribati,2017,25-29,10094,4965,5129,9.3,9.4,9.2,96.8
"Custom Region",Kiribati,2017,30-34,9006,4350,4656,8.3,8.3,8.4,93.4
"Custom Region",Kiribati,2017,35-39,6879,3322,3557,6.4,6.3,6.4,93.4
"Custom Region",Kiribati,2017,40-44,5427,2623,2804,5.0,5.0,5.1,93.5
"Custom Region",Kiribati,2017,45-49,5578,2635,2943,5.2,5.0,5.3,89.5
"Custom Region",Kiribati,2017,50-54,5176,2405,2771,4.8,4.6,5.0,86.8
"Custom Region",Kiribati,2017,55-59,3830,1746,2084,3.5,3.3,3.8,83.8
"Custom Region",Kiribati,2017,60-64,2702,1196,1506,2.5,2.3,2.7,79.4
"Custom Region",Kiribati,2017,65-69,1909,832,1077,1.8,1.6,1.9,77.3
"Custom Region",Kiribati,2017,70-74,1278,508,770,1.2,1.0,1.4,66.0
"Custom Region",Kiribati,2017,75-79,782,279,503,0.7,0.5,0.9,55.5
"Custom Region",Kiribati,2017,80-84,416,135,281,0.4,0.3,0.5,48.0
"Custom Region",Kiribati,2017,85-89,150,40,110,0.1,0.1,0.2,36.4
"Custom Region",Kiribati,2017,90-94,34,7,27,0.0,0.0,0.0,25.9
"Custom Region",Kiribati,2017,95-99,5,1,4,0.0,0.0,0.0,25.0
"Custom Region",Kiribati,2017,100+,0,0,0,0.0,0.0,0.0,
"Custom Region","Korea,North",2013,Total,24720407,11984169,12736238,100.0,100.0,100.0,94.1
"Custom Region","Korea,North",2013,0-4,1724567,878771,845796,7.0,7.3,6.6,103.9
"Custom Region","Korea,North",2013,5-9,1754215,890221,863994,7.1,7.4,6.8,103.0
"Custom Region","Korea,North",2013,10-14,1897636,957283,940353,7.7,8.0,7.4,101.8
"Custom Region","Korea,North",2013,15-19,2020668,1017207,1003461,8.2,8.5,7.9,101.4
"Custom Region","Korea,North",2013,20-24,2044707,1042181,1002526,8.3,8.7,7.9,104.0
"Custom Region","Korea,North",2013,25-29,1824526,927618,896908,7.4,7.7,7.0,103.4
"Custom Region","Korea,North",2013,30-34,1712281,865566,846715,6.9,7.2,6.6,102.2
"Custom Region","Korea,North",2013,35-39,1639312,819118,820194,6.6,6.8,6.4,99.9
"Custom Region","Korea,North",2013,40-44,2149917,1072173,1077744,8.7,8.9,8.5,99.5
"Custom Region","Korea,North",2013,45-49,1992765,997621,995144,8.1,8.3,7.8,100.2
"Custom Region","Korea,North",2013,50-54,1508164,729125,779039,6.1,6.1,6.1,93.6
"Custom Region","Korea,North",2013,55-59,1267705,608642,659063,5.1,5.1,5.2,92.3
"Custom Region","Korea,North",2013,60-64,829373,380280,449093,3.4,3.2,3.5,84.7
"Custom Region","Korea,North",2013,65-69,905054,383259,521795,3.7,3.2,4.1,73.5
"Custom Region","Korea,North",2013,70-74,698751,253278,445473,2.8,2.1,3.5,56.9
"Custom Region","Korea,North",2013,75-79,452262,122202,330060,1.8,1.0,2.6,37.0
"Custom Region","Korea,North",2013,80-84,208478,33084,175394,0.8,0.3,1.4,18.9
"Custom Region","Korea,North",2013,85-89,72080,5907,66173,0.3,0.0,0.5,8.9
"Custom Region","Korea,North",2013,90-94,16109,603,15506,0.1,0.0,0.1,3.9
"Custom Region","Korea,North",2013,95-99,1751,29,1722,0.0,0.0,0.0,1.7
"Custom Region","Korea,North",2013,100+,86,1,85,0.0,0.0,0.0,1.2
"Custom Region","Korea,North",2014,Total,24851627,12051172,12800455,100.0,100.0,100.0,94.1
"Custom Region","Korea,North",2014,0-4,1729658,882078,847580,7.0,7.3,6.6,104.1
"Custom Region","Korea,North",2014,5-9,1736951,882024,854927,7.0,7.3,6.7,103.2
"Custom Region","Korea,North",2014,10-14,1871427,945478,925949,7.5,7.8,7.2,102.1
"Custom Region","Korea,North",2014,15-19,1979049,994662,984387,8.0,8.3,7.7,101.0
"Custom Region","Korea,North",2014,20-24,2060225,1047199,1013026,8.3,8.7,7.9,103.4
"Custom Region","Korea,North",2014,25-29,1859983,946307,913676,7.5,7.9,7.1,103.6
"Custom Region","Korea,North",2014,30-34,1738646,879841,858805,7.0,7.3,6.7,102.4
"Custom Region","Korea,North",2014,35-39,1601993,802352,799641,6.4,6.7,6.2,100.3
"Custom Region","Korea,North",2014,40-44,2070955,1030530,1040425,8.3,8.6,8.1,99.0
"Custom Region","Korea,North",2014,45-49,2075618,1037639,1037979,8.4,8.6,8.1,100.0
"Custom Region","Korea,North",2014,50-54,1575544,769220,806324,6.3,6.4,6.3,95.4
"Custom Region","Korea,North",2014,55-59,1338927,640876,698051,5.4,5.3,5.5,91.8
"Custom Region","Korea,North",2014,60-64,796195,366791,429404,3.2,3.0,3.4,85.4
"Custom Region","Korea,North",2014,65-69,922810,392227,530583,3.7,3.3,4.1,73.9
"Custom Region","Korea,North",2014,70-74,707450,259148,448302,2.8,2.2,3.5,57.8
"Custom Region","Korea,North",2014,75-79,470700,131553,339147,1.9,1.1,2.6,38.8
"Custom Region","Korea,North",2014,80-84,218850,35942,182908,0.9,0.3,1.4,19.7
"Custom Region","Korea,North",2014,85-89,76715,6575,70140,0.3,0.1,0.5,9.4
"Custom Region","Korea,North",2014,90-94,17907,696,17211,0.1,0.0,0.1,4.0
"Custom Region","Korea,North",2014,95-99,1921,33,1888,0.0,0.0,0.0,1.7
"Custom Region","Korea,North",2014,100+,103,1,102,0.0,0.0,0.0,1.0
"Custom Region","Korea,North",2015,Total,24983205,12118557,12864648,100.0,100.0,100.0,94.2
"Custom Region","Korea,North",2015,0-4,1738805,887448,851357,7.0,7.3,6.6,104.2
"Custom Region","Korea,North",2015,5-9,1724114,876053,848061,6.9,7.2,6.6,103.3
"Custom Region","Korea,North",2015,10-14,1836405,928981,907424,7.4,7.7,7.1,102.4
"Custom Region","Korea,North",2015,15-19,1948601,978874,969727,7.8,8.1,7.5,100.9
"Custom Region","Korea,North",2015,20-24,2068718,1048606,1020112,8.3,8.7,7.9,102.8
"Custom Region","Korea,North",2015,25-29,1903345,968686,934659,7.6,8.0,7.3,103.6
"Custom Region","Korea,North",2015,30-34,1749715,885791,863924,7.0,7.3,6.7,102.5
"Custom Region","Korea,North",2015,35-39,1578739,791733,787006,6.3,6.5,6.1,100.6
"Custom Region","Korea,North",2015,40-44,1987683,989061,998622,8.0,8.2,7.8,99.0
"Custom Region","Korea,North",2015,45-49,2143866,1069883,1073983,8.6,8.8,8.3,99.6
"Custom Region","Korea,North",2015,50-54,1639457,806415,833042,6.6,6.7,6.5,96.8
"Custom Region","Korea,North",2015,55-59,1395253,666808,728445,5.6,5.5,5.7,91.5
"Custom Region","Korea,North",2015,60-64,792952,367256,425696,3.2,3.0,3.3,86.3
"Custom Region","Korea,North",2015,65-69,935945,399605,536340,3.7,3.3,4.2,74.5
"Custom Region","Korea,North",2015,70-74,717066,265032,452034,2.9,2.2,3.5,58.6
"Custom Region","Korea,North",2015,75-79,485691,139433,346258,1.9,1.2,2.7,40.3
"Custom Region","Korea,North",2015,80-84,231215,40501,190714,0.9,0.3,1.5,21.2
"Custom Region","Korea,North",2015,85-89,83475,7543,75932,0.3,0.1,0.6,9.9
"Custom Region","Korea,North",2015,90-94,19819,806,19013,0.1,0.0,0.1,4.2
"Custom Region","Korea,North",2015,95-99,2225,41,2184,0.0,0.0,0.0,1.9
"Custom Region","Korea,North",2015,100+,116,1,115,0.0,0.0,0.0,0.9
"Custom Region","Korea,North",2016,Total,25115311,12186422,12928889,100.0,100.0,100.0,94.3
"Custom Region","Korea,North",2016,0-4,1750572,894155,856417,7.0,7.3,6.6,104.4
"Custom Region","Korea,North",2016,5-9,1715918,872449,843469,6.8,7.2,6.5,103.4
"Custom Region","Korea,North",2016,10-14,1800892,912034,888858,7.2,7.5,6.9,102.6
"Custom Region","Korea,North",2016,15-19,1925264,967726,957538,7.7,7.9,7.4,101.1
"Custom Region","Korea,North",2016,20-24,2062038,1041634,1020404,8.2,8.5,7.9,102.1
"Custom Region","Korea,North",2016,25-29,1941910,988200,953710,7.7,8.1,7.4,103.6
"Custom Region","Korea,North",2016,30-34,1773492,898154,875338,7.1,7.4,6.8,102.6
"Custom Region","Korea,North",2016,35-39,1607373,807650,799723,6.4,6.6,6.2,101.0
"Custom Region","Korea,North",2016,40-44,1859527,924540,934987,7.4,7.6,7.2,98.9
"Custom Region","Korea,North",2016,45-49,2186234,1089688,1096546,8.7,8.9,8.5,99.4
"Custom Region","Korea,North",2016,50-54,1736223,859450,876773,6.9,7.1,6.8,98.0
"Custom Region","Korea,North",2016,55-59,1455579,693892,761687,5.8,5.7,5.9,91.1
"Custom Region","Korea,North",2016,60-64,853566,396847,456719,3.4,3.3,3.5,86.9
"Custom Region","Korea,North",2016,65-69,855169,364547,490622,3.4,3.0,3.8,74.3
"Custom Region","Korea,North",2016,70-74,729841,272750,457091,2.9,2.2,3.5,59.7
"Custom Region","Korea,North",2016,75-79,501694,147160,354534,2.0,1.2,2.7,41.5
"Custom Region","Korea,North",2016,80-84,248362,46264,202098,1.0,0.4,1.6,22.9
"Custom Region","Korea,North",2016,85-89,87406,8310,79096,0.3,0.1,0.6,10.5
"Custom Region","Korea,North",2016,90-94,21455,920,20535,0.1,0.0,0.2,4.5
"Custom Region","Korea,North",2016,95-99,2659,51,2608,0.0,0.0,0.0,2.0
"Custom Region","Korea,North",2016,100+,137,1,136,0.0,0.0,0.0,0.7
"Custom Region","Korea,North",2017,Total,25248140,12254864,12993276,100.0,100.0,100.0,94.3
"Custom Region","Korea,North",2017,0-4,1763216,901317,861899,7.0,7.4,6.6,104.6
"Custom Region","Korea,North",2017,5-9,1713210,871674,841536,6.8,7.1,6.5,103.6
"Custom Region","Korea,North",2017,10-14,1771304,897893,873411,7.0,7.3,6.7,102.8
"Custom Region","Korea,North",2017,15-19,1907404,960099,947305,7.6,7.8,7.3,101.4
"Custom Region","Korea,North",2017,20-24,2029861,1021946,1007915,8.0,8.3,7.8,101.4
"Custom Region","Korea,North",2017,25-29,1992325,1013044,979281,7.9,8.3,7.5,103.4
"Custom Region","Korea,North",2017,30-34,1785096,904454,880642,7.1,7.4,6.8,102.7
"Custom Region","Korea,North",2017,35-39,1669258,840922,828336,6.6,6.9,6.4,101.5
"Custom Region","Korea,North",2017,40-44,1683537,836785,846752,6.7,6.8,6.5,98.8
"Custom Region","Korea,North",2017,45-49,2175934,1081651,1094283,8.6,8.8,8.4,98.8
"Custom Region","Korea,North",2017,50-54,1874370,931664,942706,7.4,7.6,7.3,98.8
"Custom Region","Korea,North",2017,55-59,1438089,686873,751216,5.7,5.6,5.8,91.4
"Custom Region","Korea,North",2017,60-64,1029792,479807,549985,4.1,3.9,4.2,87.2
"Custom Region","Korea,North",2017,65-69,774625,330767,443858,3.1,2.7,3.4,74.5
"Custom Region","Korea,North",2017,70-74,726949,274720,452229,2.9,2.2,3.5,60.7
"Custom Region","Korea,North",2017,75-79,527711,158494,369217,2.1,1.3,2.8,42.9
"Custom Region","Korea,North",2017,80-84,263804,52159,211645,1.0,0.4,1.6,24.6
"Custom Region","Korea,North",2017,85-89,95355,9492,85863,0.4,0.1,0.7,11.1
"Custom Region","Korea,North",2017,90-94,23019,1041,21978,0.1,0.0,0.2,4.7
"Custom Region","Korea,North",2017,95-99,3103,60,3043,0.0,0.0,0.0,2.0
"Custom Region","Korea,North",2017,100+,178,2,176,0.0,0.0,0.0,1.1
"Custom Region","Korea,South",2013,Total,50063069,25048467,25014602,100.0,100.0,100.0,100.1
"Custom Region","Korea,South",2013,0-4,2301249,1184060,1117189,4.6,4.7,4.5,106.0
"Custom Region","Korea,South",2013,5-9,2281765,1180672,1101093,4.6,4.7,4.4,107.2
"Custom Region","Korea,South",2013,10-14,2783668,1453982,1329686,5.6,5.8,5.3,109.3
"Custom Region","Korea,South",2013,15-19,3378398,1784858,1593540,6.7,7.1,6.4,112.0
"Custom Region","Korea,South",2013,20-24,3333242,1766330,1566912,6.7,7.1,6.3,112.7
"Custom Region","Korea,South",2013,25-29,3295398,1726482,1568916,6.6,6.9,6.3,110.0
"Custom Region","Korea,South",2013,30-34,4176919,2203591,1973328,8.3,8.8,7.9,111.7
"Custom Region","Korea,South",2013,35-39,3825743,1980907,1844836,7.6,7.9,7.4,107.4
"Custom Region","Korea,South",2013,40-44,4287804,2143283,2144521,8.6,8.6,8.6,99.9
"Custom Region","Korea,South",2013,45-49,3975187,1969105,2006082,7.9,7.9,8.0,98.2
"Custom Region","Korea,South",2013,50-54,4322800,2150059,2172741,8.6,8.6,8.7,99.0
"Custom Region","Korea,South",2013,55-59,3530211,1757421,1772790,7.1,7.0,7.1,99.1
"Custom Region","Korea,South",2013,60-64,2408650,1177529,1231121,4.8,4.7,4.9,95.6
"Custom Region","Korea,South",2013,65-69,1954512,927622,1026890,3.9,3.7,4.1,90.3
"Custom Region","Korea,South",2013,70-74,1695789,744985,950804,3.4,3.0,3.8,78.4
"Custom Region","Korea,South",2013,75-79,1279391,517121,762270,2.6,2.1,3.0,67.8
"Custom Region","Korea,South",2013,80-84,733649,250197,483452,1.5,1.0,1.9,51.8
"Custom Region","Korea,South",2013,85-89,341211,96101,245110,0.7,0.4,1.0,39.2
"Custom Region","Korea,South",2013,90-94,125257,29049,96208,0.3,0.1,0.4,30.2
"Custom Region","Korea,South",2013,95-99,28127,4692,23435,0.1,0.0,0.1,20.0
"Custom Region","Korea,South",2013,100+,4099,421,3678,0.0,0.0,0.0,11.4
"Custom Region","Korea,South",2014,Total,50345320,25193400,25151920,100.0,100.0,100.0,100.2
"Custom Region","Korea,South",2014,0-4,2282598,1173397,1109201,4.5,4.7,4.4,105.8
"Custom Region","Korea,South",2014,5-9,2256523,1165469,1091054,4.5,4.6,4.3,106.8
"Custom Region","Korea,South",2014,10-14,2645566,1380129,1265437,5.3,5.5,5.0,109.1
"Custom Region","Korea,South",2014,15-19,3298462,1734911,1563551,6.6,6.9,6.2,111.0
"Custom Region","Korea,South",2014,20-24,3413716,1815936,1597780,6.8,7.2,6.4,113.7
"Custom Region","Korea,South",2014,25-29,3245703,1705884,1539819,6.4,6.8,6.1,110.8
"Custom Region","Korea,South",2014,30-34,4088364,2155094,1933270,8.1,8.6,7.7,111.5
"Custom Region","Korea,South",2014,35-39,3811070,1992936,1818134,7.6,7.9,7.2,109.6
"Custom Region","Korea,South",2014,40-44,4247210,2115957,2131253,8.4,8.4,8.5,99.3
"Custom Region","Korea,South",2014,45-49,4045976,2018843,2027133,8.0,8.0,8.1,99.6
"Custom Region","Korea,South",2014,50-54,4273849,2120470,2153379,8.5,8.4,8.6,98.5
"Custom Region","Korea,South",2014,55-59,3770401,1870243,1900158,7.5,7.4,7.6,98.4
"Custom Region","Korea,South",2014,60-64,2542305,1247980,1294325,5.0,5.0,5.1,96.4
"Custom Region","Korea,South",2014,65-69,2051372,979252,1072120,4.1,3.9,4.3,91.3
"Custom Region","Korea,South",2014,70-74,1688913,747809,941104,3.4,3.0,3.7,79.5
"Custom Region","Korea,South",2014,75-79,1339327,544612,794715,2.7,2.2,3.2,68.5
"Custom Region","Korea,South",2014,80-84,794937,279443,515494,1.6,1.1,2.0,54.2
"Custom Region","Korea,South",2014,85-89,372178,105892,266286,0.7,0.4,1.1,39.8
"Custom Region","Korea,South",2014,90-94,140636,33242,107394,0.3,0.1,0.4,31.0
"Custom Region","Korea,South",2014,95-99,31470,5391,26079,0.1,0.0,0.1,20.7
"Custom Region","Korea,South",2014,100+,4744,510,4234,0.0,0.0,0.0,12.0
"Custom Region","Korea,South",2015,Total,50645073,25351828,25293245,100.0,100.0,100.0,100.2
"Custom Region","Korea,South",2015,0-4,2260765,1160779,1099986,4.5,4.6,4.3,105.5
"Custom Region","Korea,South",2015,5-9,2262040,1166738,1095302,4.5,4.6,4.3,106.5
"Custom Region","Korea,South",2015,10-14,2482034,1292647,1189387,4.9,5.1,4.7,108.7
"Custom Region","Korea,South",2015,15-19,3214136,1683762,1530374,6.3,6.6,6.1,110.0
"Custom Region","Korea,South",2015,20-24,3521165,1876430,1644735,7.0,7.4,6.5,114.1
"Custom Region","Korea,South",2015,25-29,3228612,1705609,1523003,6.4,6.7,6.0,112.0
"Custom Region","Korea,South",2015,30-34,3903935,2057348,1846587,7.7,8.1,7.3,111.4
"Custom Region","Korea,South",2015,35-39,3897415,2054029,1843386,7.7,8.1,7.3,111.4
"Custom Region","Korea,South",2015,40-44,4171849,2085287,2086562,8.2,8.2,8.2,99.9
"Custom Region","Korea,South",2015,45-49,4123802,2071629,2052173,8.1,8.2,8.1,100.9
"Custom Region","Korea,South",2015,50-54,4203498,2071134,2132364,8.3,8.2,8.4,97.1
"Custom Region","Korea,South",2015,55-59,3908643,1941090,1967553,7.7,7.7,7.8,98.7
"Custom Region","Korea,South",2015,60-64,2799589,1371009,1428580,5.5,5.4,5.6,96.0
"Custom Region","Korea,South",2015,65-69,2141884,1027210,1114674,4.2,4.1,4.4,92.2
"Custom Region","Korea,South",2015,70-74,1691810,754642,937168,3.3,3.0,3.7,80.5
"Custom Region","Korea,South",2015,75-79,1367094,559180,807914,2.7,2.2,3.2,69.2
"Custom Region","Korea,South",2015,80-84,869151,313595,555556,1.7,1.2,2.2,56.4
"Custom Region","Korea,South",2015,85-89,402321,116098,286223,0.8,0.5,1.1,40.6
"Custom Region","Korea,South",2015,90-94,153210,36535,116675,0.3,0.1,0.5,31.3
"Custom Region","Korea,South",2015,95-99,36407,6442,29965,0.1,0.0,0.1,21.5
"Custom Region","Korea,South",2015,100+,5713,635,5078,0.0,0.0,0.0,12.5
"Custom Region","Korea,South",2016,Total,50924172,25499040,25425132,100.0,100.0,100.0,100.3
"Custom Region","Korea,South",2016,0-4,2222543,1140138,1082405,4.4,4.5,4.3,105.3
"Custom Region","Korea,South",2016,5-9,2294012,1181700,1112312,4.5,4.6,4.4,106.2
"Custom Region","Korea,South",2016,10-14,2334092,1213299,1120793,4.6,4.8,4.4,108.3
"Custom Region","Korea,South",2016,15-19,3113533,1626514,1487019,6.1,6.4,5.8,109.4
"Custom Region","Korea,South",2016,20-24,3548330,1889265,1659065,7.0,7.4,6.5,113.9
"Custom Region","Korea,South",2016,25-29,3270375,1735598,1534777,6.4,6.8,6.0,113.1
"Custom Region","Korea,South",2016,30-34,3700065,1953468,1746597,7.3,7.7,6.9,111.8
"Custom Region","Korea,South",2016,35-39,4050847,2141571,1909276,8.0,8.4,7.5,112.2
"Custom Region","Korea,South",2016,40-44,4061988,2055772,2006216,8.0,8.1,7.9,102.5
"Custom Region","Korea,South",2016,45-49,4206877,2110625,2096252,8.3,8.3,8.2,100.7
"Custom Region","Korea,South",2016,50-54,4097508,2011365,2086143,8.0,7.9,8.2,96.4
"Custom Region","Korea,South",2016,55-59,4091071,2028331,2062740,8.0,8.0,8.1,98.3
"Custom Region","Korea,South",2016,60-64,3041979,1493238,1548741,6.0,5.9,6.1,96.4
"Custom Region","Korea,South",2016,65-69,2176993,1041728,1135265,4.3,4.1,4.5,91.8
"Custom Region","Korea,South",2016,70-74,1707381,771499,935882,3.4,3.0,3.7,82.4
"Custom Region","Korea,South",2016,75-79,1425601,585974,839627,2.8,2.3,3.3,69.8
"Custom Region","Korea,South",2016,80-84,929966,342863,587103,1.8,1.3,2.3,58.4
"Custom Region","Korea,South",2016,85-89,433392,127044,306348,0.9,0.5,1.2,41.5
"Custom Region","Korea,South",2016,90-94,168009,40468,127541,0.3,0.2,0.5,31.7
"Custom Region","Korea,South",2016,95-99,42624,7767,34857,0.1,0.0,0.1,22.3
"Custom Region","Korea,South",2016,100+,6986,813,6173,0.0,0.0,0.0,13.2
"Custom Region","Korea,South",2017,Total,51181299,25634347,25546952,100.0,100.0,100.0,100.3
"Custom Region","Korea,South",2017,0-4,2173131,1114374,1058757,4.2,4.3,4.1,105.3
"Custom Region","Korea,South",2017,5-9,2303304,1185165,1118139,4.5,4.6,4.4,106.0
"Custom Region","Korea,South",2017,10-14,2284947,1184859,1100088,4.5,4.6,4.3,107.7
"Custom Region","Korea,South",2017,15-19,2960953,1545834,1415119,5.8,6.0,5.5,109.2
"Custom Region","Korea,South",2017,20-24,3520189,1870164,1650025,6.9,7.3,6.5,113.3
"Custom Region","Korea,South",2017,25-29,3373034,1799079,1573955,6.6,7.0,6.2,114.3
"Custom Region","Korea,South",2017,30-34,3508436,1854801,1653635,6.9,7.2,6.5,112.2
"Custom Region","Korea,South",2017,35-39,4158169,2199987,1958182,8.1,8.6,7.7,112.3
"Custom Region","Korea,South",2017,40-44,3951366,2021799,1929567,7.7,7.9,7.6,104.8
"Custom Region","Korea,South",2017,45-49,4301937,2162118,2139819,8.4,8.4,8.4,101.0
"Custom Region","Korea,South",2017,50-54,4003246,1954678,2048568,7.8,7.6,8.0,95.4
"Custom Region","Korea,South",2017,55-59,4220641,2090516,2130125,8.2,8.2,8.3,98.1
"Custom Region","Korea,South",2017,60-64,3197194,1570372,1626822,6.2,6.1,6.4,96.5
"Custom Region","Korea,South",2017,65-69,2287024,1098824,1188200,4.5,4.3,4.7,92.5
"Custom Region","Korea,South",2017,70-74,1749169,797673,951496,3.4,3.1,3.7,83.8
"Custom Region","Korea,South",2017,75-79,1490120,618998,871122,2.9,2.4,3.4,71.1
"Custom Region","Korea,South",2017,80-84,979677,365615,614062,1.9,1.4,2.4,59.5
"Custom Region","Korea,South",2017,85-89,478941,144962,333979,0.9,0.6,1.3,43.4
"Custom Region","Korea,South",2017,90-94,182931,44468,138463,0.4,0.2,0.5,32.1
"Custom Region","Korea,South",2017,95-99,48706,9080,39626,0.1,0.0,0.2,22.9
"Custom Region","Korea,South",2017,100+,8184,981,7203,0.0,0.0,0.0,13.6
"Custom Region",Kosovo,2013,Total,1847708,951751,895957,100.0,100.0,100.0,106.2
"Custom Region",Kosovo,2013,0-4,159328,82835,76493,8.6,8.7,8.5,108.3
"Custom Region",Kosovo,2013,5-9,162028,84235,77793,8.8,8.9,8.7,108.3
"Custom Region",Kosovo,2013,10-14,171770,89191,82579,9.3,9.4,9.2,108.0
"Custom Region",Kosovo,2013,15-19,162378,85142,77236,8.8,8.9,8.6,110.2
"Custom Region",Kosovo,2013,20-24,179495,94793,84702,9.7,10.0,9.5,111.9
"Custom Region",Kosovo,2013,25-29,178041,93847,84194,9.6,9.9,9.4,111.5
"Custom Region",Kosovo,2013,30-34,144915,76732,68183,7.8,8.1,7.6,112.5
"Custom Region",Kosovo,2013,35-39,121708,64177,57531,6.6,6.7,6.4,111.6
"Custom Region",Kosovo,2013,40-44,113031,59843,53188,6.1,6.3,5.9,112.5
"Custom Region",Kosovo,2013,45-49,107539,56623,50916,5.8,5.9,5.7,111.2
"Custom Region",Kosovo,2013,50-54,92886,48492,44394,5.0,5.1,5.0,109.2
"Custom Region",Kosovo,2013,55-59,72336,36544,35792,3.9,3.8,4.0,102.1
"Custom Region",Kosovo,2013,60-64,55677,26123,29554,3.0,2.7,3.3,88.4
"Custom Region",Kosovo,2013,65-69,42813,18862,23951,2.3,2.0,2.7,78.8
"Custom Region",Kosovo,2013,70-74,35079,14968,20111,1.9,1.6,2.2,74.4
"Custom Region",Kosovo,2013,75-79,26065,10741,15324,1.4,1.1,1.7,70.1
"Custom Region",Kosovo,2013,80-84,15219,5970,9249,0.8,0.6,1.0,64.5
"Custom Region",Kosovo,2013,85-89,5780,2122,3658,0.3,0.2,0.4,58.0
"Custom Region",Kosovo,2013,90-94,1405,452,953,0.1,0.0,0.1,47.4
"Custom Region",Kosovo,2013,95-99,196,55,141,0.0,0.0,0.0,39.0
"Custom Region",Kosovo,2013,100+,19,4,15,0.0,0.0,0.0,26.7
"Custom Region",Kosovo,2014,Total,1859203,957782,901421,100.0,100.0,100.0,106.3
"Custom Region",Kosovo,2014,0-4,158174,82214,75960,8.5,8.6,8.4,108.2
"Custom Region",Kosovo,2014,5-9,162828,84642,78186,8.8,8.8,8.7,108.3
"Custom Region",Kosovo,2014,10-14,167684,87020,80664,9.0,9.1,8.9,107.9
"Custom Region",Kosovo,2014,15-19,165310,86541,78769,8.9,9.0,8.7,109.9
"Custom Region",Kosovo,2014,20-24,170883,90197,80686,9.2,9.4,9.0,111.8
"Custom Region",Kosovo,2014,25-29,181713,95678,86035,9.8,10.0,9.5,111.2
"Custom Region",Kosovo,2014,30-34,149070,79176,69894,8.0,8.3,7.8,113.3
"Custom Region",Kosovo,2014,35-39,123981,65284,58697,6.7,6.8,6.5,111.2
"Custom Region",Kosovo,2014,40-44,112961,59791,53170,6.1,6.2,5.9,112.5
"Custom Region",Kosovo,2014,45-49,108630,57234,51396,5.8,6.0,5.7,111.4
"Custom Region",Kosovo,2014,50-54,96021,50184,45837,5.2,5.2,5.1,109.5
"Custom Region",Kosovo,2014,55-59,75200,38269,36931,4.0,4.0,4.1,103.6
"Custom Region",Kosovo,2014,60-64,57805,27493,30312,3.1,2.9,3.4,90.7
"Custom Region",Kosovo,2014,65-69,43774,19302,24472,2.4,2.0,2.7,78.9
"Custom Region",Kosovo,2014,70-74,35104,14949,20155,1.9,1.6,2.2,74.2
"Custom Region",Kosovo,2014,75-79,26481,10917,15564,1.4,1.1,1.7,70.1
"Custom Region",Kosovo,2014,80-84,15649,6074,9575,0.8,0.6,1.1,63.4
"Custom Region",Kosovo,2014,85-89,6215,2276,3939,0.3,0.2,0.4,57.8
"Custom Region",Kosovo,2014,90-94,1488,477,1011,0.1,0.0,0.1,47.2
"Custom Region",Kosovo,2014,95-99,212,59,153,0.0,0.0,0.0,38.6
"Custom Region",Kosovo,2014,100+,20,5,15,0.0,0.0,0.0,33.3
"Custom Region",Kosovo,2015,Total,1870981,963936,907045,100.0,100.0,100.0,106.3
"Custom Region",Kosovo,2015,0-4,156921,81537,75384,8.4,8.5,8.3,108.2
"Custom Region",Kosovo,2015,5-9,161012,83721,77291,8.6,8.7,8.5,108.3
"Custom Region",Kosovo,2015,10-14,165086,85649,79437,8.8,8.9,8.8,107.8
"Custom Region",Kosovo,2015,15-19,168553,88057,80496,9.0,9.1,8.9,109.4
"Custom Region",Kosovo,2015,20-24,163446,86151,77295,8.7,8.9,8.5,111.5
"Custom Region",Kosovo,2015,25-29,183285,96650,86635,9.8,10.0,9.6,111.6
"Custom Region",Kosovo,2015,30-34,154134,81872,72262,8.2,8.5,8.0,113.3
"Custom Region",Kosovo,2015,35-39,127288,66966,60322,6.8,6.9,6.7,111.0
"Custom Region",Kosovo,2015,40-44,113336,59943,53393,6.1,6.2,5.9,112.3
"Custom Region",Kosovo,2015,45-49,109329,57649,51680,5.8,6.0,5.7,111.5
"Custom Region",Kosovo,2015,50-54,98651,51604,47047,5.3,5.4,5.2,109.7
"Custom Region",Kosovo,2015,55-59,78346,40112,38234,4.2,4.2,4.2,104.9
